"Longitude","Latitude","Elevation","Altitude","Clutter_height","Distance","Path_Loss"
3.160623518,6.675162932,46,51,6,250,"F"
3.160623304,6.675180929,46,51,6,250,"F"
3.16062309,6.675198927,46,51,6,250,"F"
3.160622876,6.675216925,46,51,6,250,"F"
3.160622769,6.675225923,46,51,6,250,"F"
3.160622555,6.675243921,46,51,6,250,"F"
3.160622448,6.67525292,46,51,6,251,"G"
3.160622341,6.675261919,46,51,6,251,"G"
3.160622234,6.675270918,46,51,6,251,"G"
3.160622127,6.675279916,46,51,6,251,"F"
3.160621806,6.675306913,46,51,6,251,"F"
3.160621485,6.675333909,46,51,6,252,"G"
3.160621378,6.675342908,46,51,6,252,"G"
3.160621164,6.675360906,46,51,4,252,"G"
3.160621057,6.675369905,46,51,4,252,"F"
3.160620843,6.675387903,46,51,4,252,"F"
3.160620736,6.675396901,46,51,4,253,"F"
3.160620522,6.675414899,46,51,4,253,"F"
3.160620415,6.675423898,46,51,4,253,"G"
3.160620094,6.675450894,46,51,4,254,"G"
3.160619987,6.675459893,46,51,4,254,"F"
3.16061988,6.675468892,46,51,4,254,"F"
3.160619773,6.675477891,46,51,4,254,"F"
3.160619666,6.67548689,46,51,4,254,"G"
3.160619452,6.675504887,46,51,4,255,"G"
3.160619238,6.675522885,46,51,4,255,"G"
3.160619131,6.675531884,46,51,4,255,"G"
3.160619024,6.675540883,46,51,4,256,"G"
3.160618703,6.675567879,47,51,4,256,"G"
3.160618382,6.675594876,47,51,4,257,"F"
3.160618275,6.675603875,47,51,4,257,"G"
3.160618061,6.675621872,47,51,4,258,"G"
3.160617954,6.675630871,47,51,4,258,"F"
3.160617847,6.67563987,47,51,4,258,"F"
3.160617633,6.675657868,47,51,4,259,"F"
3.160617419,6.675675865,47,51,4,259,"F"
3.160617312,6.675684864,47,51,4,259,"F"
3.160616991,6.675711861,47,51,4,260,"F"
3.160616884,6.67572086,47,51,4,261,"F"
3.16061667,6.675738857,47,51,4,261,"F"
3.160616563,6.675747856,47,51,4,261,"F"
3.160616242,6.675774853,47,51,4,262,"F"
3.160616135,6.675783851,47,51,4,263,"G"
3.160615921,6.675801849,47,51,4,263,"G"
3.160615814,6.675810848,47,51,6,264,"G"
3.1606156,6.675828846,47,51,6,264,"G"
3.160615493,6.675837844,47,51,6,265,"F"
3.160615279,6.675855842,47,51,6,265,"F"
3.160615065,6.67587384,48,51,6,266,"F"
3.160614851,6.675891837,48,51,6,267,"F"
3.160614637,6.675909835,48,51,6,267,"F"
3.16061453,6.675918834,48,51,6,268,"F"
3.160614316,6.675936832,48,51,6,268,"F"
3.160614209,6.67594583,48,51,6,269,"F"
3.160613888,6.675972827,48,52,6,270,"F"
3.160613781,6.675981826,48,52,6,270,"F"
3.160613566,6.675999823,48,52,6,271,"F"
3.160613459,6.676008822,48,52,6,272,"F"
3.160613245,6.67602682,48,52,6,272,"F"
3.160613138,6.676035819,48,52,6,273,"F"
3.160612924,6.676053816,48,52,6,274,"F"
3.160612817,6.676062815,48,52,6,274,"F"
3.160612603,6.676080813,48,52,6,275,"F"
3.160612496,6.676089812,48,52,6,275,"F"
3.160612282,6.67610781,48,52,6,276,"F"
3.160612175,6.676116808,48,52,6,276,"F"
3.160611961,6.676134806,48,52,6,277,"F"
3.16061164,6.676161803,48,52,6,279,"F"
3.160611533,6.676170801,48,52,6,279,"G"
3.160611319,6.676188799,48,52,6,280,"G"
3.160611212,6.676197798,48,52,6,280,"G"
3.160610998,6.676215796,48,52,6,281,"G"
3.160610891,6.676224794,48,52,6,282,"F"
3.160610677,6.676242792,48,52,6,283,"F"
3.16061057,6.676251791,48,52,6,283,"G"
3.160610356,6.676269789,48,52,6,284,"G"
3.160610249,6.676278787,48,52,6,285,"G"
3.160610035,6.676296785,48,52,6,286,"G"
3.160609928,6.676305784,48,52,6,286,"G"
3.160609714,6.676323782,48,52,6,287,"G"
3.160609607,6.67633278,48,52,6,288,"G"
3.160609286,6.676359777,48,52,6,289,"G"
3.160609072,6.676377775,48,52,6,290,"F"
3.160608965,6.676386773,48,52,6,291,"F"
3.160608858,6.676395772,48,52,6,291,"F"
3.160608644,6.67641377,48,52,6,292,"F"
3.160608536,6.676422769,48,52,6,293,"F"
3.160608322,6.676440766,48,52,6,294,"F"
3.160608215,6.676449765,49,52,6,294,"F"
3.160608108,6.676458764,49,52,6,295,"F"
3.160608001,6.676467763,49,52,6,295,"F"
3.160607894,6.676476762,49,52,6,296,"F"
3.160607573,6.676503758,49,52,6,298,"F"
3.160598573,6.676503651,49,52,6,298,"F"
3.160598252,6.676530648,49,52,6,300,"F"
3.160598145,6.676539647,49,52,6,301,"F"
3.160597931,6.676557644,49,52,6,302,"F"
3.160597824,6.676566643,49,52,6,302,"G"
3.160597717,6.676575642,49,52,6,303,"G"
3.16059761,6.676584641,49,52,6,303,"G"
3.160597288,6.676611637,49,52,6,305,"G"
3.160597181,6.676620636,49,52,6,306,"G"
3.160596967,6.676638634,49,52,6,307,"G"
3.16059686,6.676647633,49,52,6,307,"G"
3.160596753,6.676656632,49,52,6,308,"G"
3.160596646,6.67666563,49,52,6,309,"F"
3.160596432,6.676683628,49,52,6,310,"F"
3.160596325,6.676692627,49,52,6,310,"F"
3.160596111,6.676710625,49,52,16,312,"F"
3.160596004,6.676719623,49,52,16,312,"F"
3.160595897,6.676728622,49,52,16,313,"F"
3.16059579,6.676737621,49,52,16,313,"F"
3.160595576,6.676755619,49,52,16,315,"F"
3.160604362,6.676773723,49,53,16,315,"F"
3.160604255,6.676782722,49,53,16,316,"F"
3.160604148,6.676791721,49,53,16,316,"F"
3.160604041,6.67680072,49,53,16,317,"F"
3.160594827,6.676818611,49,53,16,319,"F"
3.16059472,6.676827609,49,53,16,319,"G"
3.160594613,6.676836608,49,53,16,320,"G"
3.160603292,6.676863712,49,53,16,321,"G"
3.160603185,6.676872711,49,53,16,322,"G"
3.160593971,6.676890601,49,53,16,324,"E"
3.160584863,6.676899493,49,53,16,325,"E"
3.160584756,6.676908492,49,53,16,326,"E"
3.160575542,6.676926383,49,53,6,328,"E"
3.160566434,6.676935274,49,53,6,329,"E"
3.160557434,6.676935167,49,53,6,330,"E"
3.160548433,6.67693506,49,53,6,331,"E"
3.160539433,6.676934953,49,53,6,332,"E"
3.160230698,6.67413225,46,51,6,311,"D"
3.160221912,6.674114146,46,51,6,313,"C"
3.160204232,6.674086935,46,51,6,316,"C"
3.160186552,6.674059725,46,51,6,319,"C"
3.160168872,6.674032514,46,51,6,322,"C"
3.1601513,6.673996305,47,51,6,325,"C"
3.160133513,6.673978093,47,51,6,328,"C"
3.160124619,6.673968988,47,51,6,329,"C"
3.160124726,6.673959989,47,51,6,329,"C"
3.16011594,6.673941884,47,51,6,331,"C"
3.160107154,6.67392378,47,51,6,333,"C"
3.160089367,6.673905568,47,51,6,335,"C"
3.160071687,6.673878357,47,51,6,338,"C"
3.160054114,6.673842148,47,51,6,342,"C"
3.160036327,6.673823937,47,51,6,344,"C"
3.160027648,6.673796833,47,51,6,346,"C"
3.159992288,6.673742412,47,50,6,352,"C"
3.159992395,6.673733413,47,50,6,353,"C"
3.159983395,6.673733306,47,50,6,354,"C"
3.159983609,6.673715309,47,50,6,354,"C"
3.159974609,6.673715202,47,50,6,355,"C"
3.159974716,6.673706203,47,50,6,356,"C"
3.159965822,6.673697097,47,50,6,357,"D"
3.159956929,6.673687991,47,50,6,358,"D"
3.159948142,6.673669887,47,50,6,360,"D"
3.159939249,6.673660781,47,50,6,362,"D"
3.159939356,6.673651782,47,50,6,362,"D"
3.159930463,6.673642676,47,50,6,363,"D"
3.15993057,6.673633678,47,50,6,364,"D"
3.159921569,6.673633571,47,50,6,365,"D"
3.159921783,6.673615573,47,50,6,365,"D"
3.159912783,6.673615466,47,50,6,366,"D"
3.15991289,6.673606467,47,50,6,367,"E"
3.15990389,6.67360636,47,50,6,368,"E"
3.159903996,6.673597361,47,50,6,368,"E"
3.159895103,6.673588256,47,50,6,369,"E"
3.15989521,6.673579257,47,50,6,370,"F"
3.159886424,6.673561152,47,50,6,372,"F"
3.159877423,6.673561045,47,50,6,373,"F"
3.15987753,6.673552046,47,50,6,373,"F"
3.159868744,6.673533942,47,50,6,375,"F"
3.159851064,6.673506731,47,50,6,378,"F"
3.159842171,6.673497625,47,50,6,379,"F"
3.159842385,6.673479628,47,50,6,380,"F"
3.159833384,6.673479521,47,50,6,381,"F"
3.159824705,6.673452417,47,50,6,383,"F"
3.159815705,6.67345231,47,50,6,384,"F"
3.159806918,6.673434206,47,50,6,386,"F"
3.159807025,6.673425207,47,50,6,387,"F"
3.159798239,6.673407102,47,50,6,388,"F"
3.159789345,6.673397997,47,50,6,390,"F"
3.159780559,6.673379892,47,50,6,391,"F"
3.159771666,6.673370786,47,50,6,393,"F"
3.159762879,6.673352681,47,50,6,395,"F"
3.159762986,6.673343683,47,50,6,395,"F"
3.159745199,6.673325471,47,50,6,398,"F"
3.159745306,6.673316472,47,50,6,398,"F"
3.15973652,6.673298368,47,50,6,400,"F"
3.15972752,6.673298261,47,50,6,401,"F"
3.15971884,6.673271157,46,50,6,403,"F"
3.159718947,6.673262158,46,50,6,404,"F"
3.159701161,6.673243947,46,50,6,407,"F"
3.159683481,6.673216736,46,50,6,410,"F"
3.159674694,6.673198632,46,50,6,412,"F"
3.159674801,6.673189633,46,50,6,412,"F"
3.159665801,6.673189526,46,50,6,413,"E"
3.159657122,6.673162423,46,50,6,415,"E"
3.159648228,6.673153317,46,50,6,417,"F"
3.159639442,6.673135212,46,50,6,419,"F"
3.159630548,6.673126106,46,50,6,420,"F"
3.159621869,6.673099003,46,50,6,422,"F"
3.159612869,6.673098896,46,50,6,423,"F"
3.159595189,6.673071686,46,50,6,427,"F"
3.159595296,6.673062687,46,50,6,427,"F"
3.159586403,6.673053581,46,50,6,428,"F"
3.15958651,6.673044582,46,50,6,429,"F"
3.159577616,6.673035476,46,50,6,430,"G"
3.159559829,6.673017265,46,50,6,433,"G"
3.159559936,6.673008266,46,50,6,434,"F"
3.15955115,6.672990161,46,50,6,435,"F"
3.159542257,6.672981055,46,50,6,437,"F"
3.159542364,6.672972057,46,50,6,437,"F"
3.159524577,6.672953845,46,50,6,440,"F"
3.159524684,6.672944846,46,50,6,441,"F"
3.159506897,6.672926635,46,50,6,443,"F"
3.159498111,6.67290853,46,50,6,445,"F"
3.159498218,6.672899531,46,50,6,446,"F"
3.159489324,6.672890425,46,50,6,447,"F"
3.159489431,6.672881427,46,50,6,448,"F"
3.159471752,6.672854216,46,50,6,451,"F"
3.159454072,6.672827006,46,50,6,454,"F"
3.159445179,6.6728179,46,50,6,456,"E"
3.159436499,6.672790797,46,50,6,458,"E"
3.159427499,6.67279069,46,50,6,459,"E"
3.159418819,6.672763586,46,50,6,461,"E"
3.159409926,6.67275448,46,50,6,463,"F"
3.15940114,6.672736376,46,50,6,465,"F"
3.159392246,6.67272727,46,50,6,466,"F"
3.159383567,6.672700167,46,50,6,469,"F"
3.159374674,6.672691061,46,50,6,470,"F"
3.159356994,6.67266385,46,50,6,473,"F"
3.159339314,6.67263664,46,50,6,477,"F"
3.159330421,6.672627534,46,50,6,478,"F"
3.159330635,6.672609537,46,50,6,479,"F"
3.159321741,6.672600431,46,50,6,481,"F"
3.159312848,6.672591325,46,50,6,482,"F"
3.159312955,6.672582326,46,50,6,483,"F"
3.159303955,6.672582219,46,50,6,483,"F"
3.159304062,6.67257322,46,50,6,484,"F"
3.159286382,6.67254601,46,50,6,487,"F"
3.159286489,6.672537011,46,50,6,488,"F"
3.159268702,6.6725188,45,50,6,491,"F"
3.159268809,6.672509801,45,50,6,491,"F"
3.159260023,6.672491696,45,50,6,493,"F"
3.159251129,6.67248259,45,50,6,495,"F"
3.159233343,6.672464379,45,50,6,497,"F"
3.15923345,6.67245538,45,50,6,498,"E"
3.15921577,6.67242817,45,50,6,501,"E"
3.159215877,6.672419171,45,50,6,502,"E"
3.15919809,6.672400959,45,50,6,505,"E"
3.159198197,6.672391961,45,50,6,505,"F"
3.159189411,6.672373856,45,50,6,507,"F"
3.159180517,6.67236475,45,50,6,509,"F"
3.159162838,6.67233754,45,50,6,512,"F"
3.159154051,6.672319435,45,50,6,514,"F"
3.159145158,6.672310329,45,50,6,515,"F"
3.159145265,6.672301331,45,50,6,516,"G"
3.159127585,6.67227412,45,50,6,519,"G"
3.159109905,6.67224691,45,50,6,523,"F"
3.159101119,6.672228805,45,50,6,525,"F"
3.159092333,6.672210701,45,50,6,527,"F"
3.159083439,6.672201595,45,50,6,528,"F"
3.159074653,6.67218349,46,50,6,530,"F"
3.15906576,6.672174384,46,50,6,532,"F"
3.159056973,6.67215628,46,50,6,534,"F"
3.15904808,6.672147174,46,50,6,535,"F"
3.1590394,6.672120071,46,50,6,538,"F"
3.1590304,6.672119964,46,50,6,538,"F"
3.159021614,6.672101859,46,50,6,540,"F"
3.15901272,6.672092753,46,50,6,542,"F"
3.159012827,6.672083755,46,50,6,542,"F"
3.158995041,6.672065543,46,50,6,545,"F"
3.158995148,6.672056544,46,50,6,546,"F"
3.158986254,6.672047438,46,50,6,547,"F"
3.158977468,6.672029334,46,50,6,549,"F"
3.158959681,6.672011122,46,50,6,552,"F"
3.158959788,6.672002123,46,50,6,553,"F"
3.158951002,6.671984019,46,50,6,555,"F"
3.158942109,6.671974913,46,50,6,556,"F"
3.158924322,6.671956702,46,50,6,559,"F"
3.158924429,6.671947703,46,50,6,559,"F"
3.158906535,6.67193849,46,50,6,562,"F"
3.158906642,6.671929491,46,50,6,562,"F"
3.158888748,6.671920278,46,50,6,564,"F"
3.158879748,6.671920171,47,50,6,565,"F"
3.158870855,6.671911066,47,50,6,567,"F"
3.158861961,6.67190196,47,50,6,568,"F"
3.158852961,6.671901853,47,50,6,569,"G"
3.158844068,6.671892747,47,50,6,570,"G"
3.158844175,6.671883748,47,50,6,571,"G"
3.158835174,6.671883641,47,50,6,572,"G"
3.158826281,6.671874536,47,50,6,573,"G"
3.15880828,6.671874322,47,50,6,575,"G"
3.158799387,6.671865216,47,50,6,576,"G"
3.158781386,6.671865002,47,50,6,578,"G"
3.158772386,6.671864895,47,50,6,578,"F"
3.158754385,6.671864681,47,50,6,580,"F"
3.158736385,6.671864467,47,50,6,582,"G"
3.158709277,6.671873145,47,50,6,583,"G"
3.158700169,6.671882037,47,50,6,584,"F"
3.158691169,6.67188193,47,50,6,584,"F"
3.158682169,6.671881823,47,50,6,585,"F"
3.158673061,6.671890715,47,50,6,585,"F"
3.158663954,6.671899607,47,50,6,586,"G"
3.158654847,6.671908498,47,50,6,586,"G"
3.158645847,6.671908391,47,50,6,587,"G"
3.158627739,6.671917176,47,50,6,588,"G"
3.158618739,6.671917069,47,50,6,588,"F"
3.158618632,6.671926068,47,50,6,588,"F"
3.158609631,6.671925961,47,50,6,589,"F"
3.158591524,6.671934746,47,50,6,590,"F"
3.158582416,6.671943638,47,50,6,590,"G"
3.158564309,6.671952423,47,50,6,591,"G"
3.158546308,6.671952209,47,50,6,593,"F"
3.158546201,6.671961208,47,50,6,592,"G"
3.1585282,6.671960994,47,50,6,594,"G"
3.1585192,6.671960887,47,50,6,594,"F"
3.1585102,6.67196078,47,50,6,595,"F"
3.158501199,6.671960673,47,50,6,596,"F"
3.158483199,6.671960459,47,50,6,598,"F"
3.158456091,6.671969137,47,50,6,600,"E"
3.15843809,6.671968923,47,50,6,601,"E"
3.15842909,6.671968816,47,50,6,602,"E"
3.158402089,6.671968495,47,50,6,605,"E"
3.158402089,6.671968495,47,49,6,605,"F"
3.158384088,6.671968281,47,49,6,606,"F"
3.158375088,6.671968174,47,49,6,607,"F"
3.158366088,6.671968067,47,49,6,608,"F"
3.158348087,6.671967853,48,49,6,610,"F"
3.158321086,6.671967532,48,49,6,612,"F"
3.158312086,6.671967425,48,49,6,613,"F"
3.158294192,6.671958212,48,49,6,615,"F"
3.158276191,6.671957998,48,49,6,617,"F"
3.158267191,6.671957891,48,49,6,618,"F"
3.158258191,6.671957784,48,49,6,618,"F"
3.15824019,6.67195757,48,49,6,620,"F"
3.15823119,6.671957464,48,49,6,621,"F"
3.158213296,6.671948251,48,49,6,623,"F"
3.158204296,6.671948144,48,49,6,624,"F"
3.158186295,6.67194793,48,49,6,626,"F"
3.158177295,6.671947823,48,49,6,627,"F"
3.158168294,6.671947716,48,49,6,627,"F"
3.158159401,6.67193861,48,49,6,629,"F"
3.158150401,6.671938503,48,49,6,630,"F"
3.1581324,6.671938289,48,49,6,631,"F"
3.1581234,6.671938182,48,49,6,632,"E"
3.158105506,6.671928969,48,49,6,634,"E"
3.158105613,6.671919971,48,49,6,635,"E"
3.158096613,6.671919864,48,49,6,636,"E"
3.15808772,6.671910758,48,49,6,637,"E"
3.158078719,6.671910651,48,49,6,638,"F"
3.158060826,6.671901438,48,50,6,640,"F"
3.158060933,6.671892439,48,50,6,641,"G"
3.158043039,6.671883227,48,50,6,643,"G"
3.158034039,6.67188312,48,50,6,644,"F"
3.158025252,6.671865015,48,50,6,646,"F"
3.158016359,6.671855909,48,50,6,647,"G"
3.157998465,6.671846696,48,50,6,649,"G"
3.157998572,6.671837698,48,50,6,650,"F"
3.157980786,6.671819486,48,50,6,653,"F"
3.157971892,6.67181038,48,50,6,654,"F"
3.157962999,6.671801275,48,50,6,655,"F"
3.157953999,6.671801168,48,50,6,656,"F"
3.157945212,6.671783063,48,50,6,658,"F"
3.157936212,6.671782956,48,50,6,659,"F"
3.157927426,6.671764851,48,50,6,661,"F"
3.157927533,6.671755853,48,50,6,661,"F"
3.157918533,6.671755746,48,50,6,662,"F"
3.157900746,6.671737534,48,50,6,665,"F"
3.157900853,6.671728535,48,50,6,666,"F"
3.157883066,6.671710324,48,50,6,668,"F"
3.157874173,6.671701218,48,50,6,670,"F"
3.15787428,6.671692219,48,50,6,670,"F"
3.157865387,6.671683113,48,50,6,672,"F"
3.157856386,6.671683006,48,50,6,673,"F"
3.157847493,6.671673901,48,50,6,674,"F"
3.1578476,6.671664902,48,50,6,674,"F"
3.1578386,6.671664795,48,50,6,675,"F"
3.157820813,6.671646583,49,50,6,678,"F"
3.15782092,6.671637585,49,50,6,679,"G"
3.15781192,6.671637478,49,50,6,679,"G"
3.157803133,6.671619373,49,50,6,681,"G"
3.15779424,6.671610267,49,50,6,683,"E"
3.157785347,6.671601161,49,50,6,684,"E"
3.157785454,6.671592163,49,50,6,685,"F"
3.157767667,6.671573951,49,50,6,687,"F"
3.157749881,6.67155574,49,50,6,690,"F"
3.157749988,6.671546741,49,50,6,691,"F"
3.157732201,6.671528529,49,50,6,694,"F"
3.157714414,6.671510318,49,50,6,696,"F"
3.157705521,6.671501212,49,50,6,698,"F"
3.157696628,6.671492106,49,50,6,699,"F"
3.157696735,6.671483107,49,50,6,700,"E"
3.157687948,6.671465003,49,50,6,702,"E"
3.157679055,6.671455897,49,51,6,703,"E"
3.157679162,6.671446898,49,51,6,704,"E"
3.157670269,6.671437792,49,51,6,705,"F"
3.157670483,6.671419795,49,51,6,706,"F"
3.157661804,6.671392692,49,51,6,709,"E"
3.157653124,6.671365588,49,51,6,711,"E"
3.157644231,6.671356482,49,51,6,713,"E"
3.157644338,6.671347484,49,51,6,713,"E"
3.157644445,6.671338485,49,51,6,714,"E"
3.157644659,6.671320487,49,51,6,715,"E"
3.157644766,6.671311488,49,51,6,715,"E"
3.157645087,6.671284492,49,51,6,717,"E"
3.157645408,6.671257496,49,51,6,719,"E"
3.157654515,6.671248604,49,51,6,719,"F"
3.157654729,6.671230606,49,51,6,720,"F"
3.157654836,6.671221608,49,51,6,720,"F"
3.157655157,6.671194611,49,51,6,722,"F"
3.157655478,6.671167615,49,51,6,724,"F"
3.157655799,6.671140618,49,51,6,726,"F"
3.157655906,6.67113162,49,51,6,726,"F"
3.15766512,6.671113729,49,51,6,727,"F"
3.157665334,6.671095731,49,51,6,728,"G"
3.157665441,6.671086733,49,51,6,729,"G"
3.157665548,6.671077734,49,51,6,729,"G"
3.157665762,6.671059736,49,52,6,730,"G"
3.157665869,6.671050737,49,52,6,731,"G"
3.15767487,6.671050844,49,52,6,730,"F"
3.157675084,6.671032847,49,52,6,731,"F"
3.157675191,6.671023848,49,52,6,732,"F"
3.157684405,6.671005957,49,52,6,732,"F"
3.157684512,6.670996959,49,52,6,733,"F"
3.157684619,6.67098796,49,52,6,734,"F"
3.157693726,6.670979068,49,52,6,733,"F"
3.157693833,6.670970069,49,52,6,734,"E"
3.157703047,6.670952179,49,52,6,734,"E"
3.157712262,6.670934288,49,52,6,735,"F"
3.157721262,6.670934395,49,52,6,734,"F"
3.157730476,6.670916504,49,52,6,735,"F"
3.157739584,6.670907613,49,52,6,734,"F"
3.157739691,6.670898614,49,52,6,735,"F"
3.157748798,6.670889722,49,52,6,735,"F"
3.157757905,6.67088083,49,52,6,735,"F"
3.157758012,6.670871831,49,52,6,735,"F"
3.157767119,6.67086294,49,52,6,735,"F"
3.15777612,6.670863047,49,52,6,734,"F"
3.157776227,6.670854048,49,52,6,735,"F"
3.157785334,6.670845156,49,52,6,735,"F"
3.157794441,6.670836264,49,52,6,735,"F"
3.157794548,6.670827265,49,52,6,735,"F"
3.157812656,6.67081848,49,52,6,734,"F"
3.157812763,6.670809482,49,52,6,735,"F"
3.15782187,6.67080059,49,52,6,735,"F"
3.157830977,6.670791698,49,52,6,735,"F"
3.157831084,6.670782699,49,52,6,735,"F"
3.157840085,6.670782806,49,52,6,735,"F"
3.157840192,6.670773807,50,52,6,735,"F"
3.157849299,6.670764916,50,52,6,735,"F"
3.157858406,6.670756024,50,52,6,735,"F"
3.157858513,6.670747025,50,52,6,736,"F"
3.15786762,6.670738133,50,52,6,736,"F"
3.157867834,6.670720135,50,52,6,737,"F"
3.157876835,6.670720242,50,52,6,736,"G"
3.157877049,6.670702245,50,52,6,737,"G"
3.157877156,6.670693246,50,52,6,738,"F"
3.157877263,6.670684247,50,52,6,739,"F"
3.157877477,6.67066625,50,52,6,740,"F"
3.15787769,6.670648252,50,52,6,741,"F"
3.157886691,6.670648359,50,52,6,741,"F"
3.157886798,6.67063936,50,52,6,741,"G"
3.157877904,6.670630254,50,53,6,743,"G"
3.157878011,6.670621256,50,53,6,743,"G"
3.157878118,6.670612257,50,53,6,744,"G"
3.157869225,6.670603151,50,53,6,745,"F"
3.157869332,6.670594152,50,53,6,746,"F"
3.157851545,6.670575941,50,53,6,749,"G"
3.157851652,6.670566942,50,53,6,750,"F"
3.157842759,6.670557836,50,53,6,751,"F"
3.157833973,6.670539732,50,53,6,753,"G"
3.157825186,6.670521627,50,53,6,755,"F"
3.157816186,6.67052152,50,53,6,756,"F"
3.1578074,6.670503416,50,53,6,758,"F"
3.157798507,6.67049431,50,53,6,759,"G"
3.157798614,6.670485311,50,53,6,760,"F"
3.157780827,6.6704671,50,53,6,763,"F"
3.157772041,6.670448995,50,53,6,765,"F"
3.15776304,6.670448888,50,53,6,766,"F"
3.157754254,6.670430784,50,53,6,768,"F"
3.157754361,6.670421785,50,53,6,768,"F"
3.157736467,6.670412572,50,53,6,770,"F"
3.157736574,6.670403573,50,53,6,771,"F"
3.157727681,6.670394467,50,53,6,773,"F"
3.157727788,6.670385469,50,53,6,773,"F"
3.157710001,6.670367257,51,53,6,776,"F"
3.157710108,6.670358258,51,53,6,777,"F"
3.157692215,6.670349046,51,53,6,779,"F"
3.157683428,6.670330941,51,53,6,781,"F"
3.157674535,6.670321835,51,53,6,782,"F"
3.157665749,6.670303731,51,53,6,784,"F"
3.157656856,6.670294625,51,53,6,786,"G"
3.157647962,6.670285519,51,53,6,787,"G"
3.157648069,6.670276521,51,53,6,788,"G"
3.157630283,6.670258309,51,53,6,791,"G"
3.15763039,6.67024931,51,53,6,791,"F"
3.157621496,6.670240204,51,53,6,793,"F"
3.157612603,6.670231099,51,53,6,794,"F"
3.157603817,6.670212994,51,53,6,796,"F"
3.157594923,6.670203888,51,53,6,798,"G"
3.15759503,6.67019489,51,53,6,798,"G"
3.157586137,6.670185784,51,53,6,800,"G"
3.15756835,6.670167572,51,53,6,803,"F"
3.157559564,6.670149468,51,53,6,805,"F"
3.157550671,6.670140362,51,53,6,806,"F"
3.157550778,6.670131363,51,53,6,807,"F"
3.157532991,6.670113152,51,53,6,810,"F"
3.157515312,6.670085942,51,53,6,813,"F"
3.157506525,6.670067837,51,53,6,815,"F"
3.157497525,6.67006773,51,53,6,816,"F"
3.157488846,6.670040627,51,53,6,819,"F"
3.157470952,6.670031414,51,53,6,821,"G"
3.157471059,6.670022415,51,53,6,822,"G"
3.157471166,6.670013416,51,53,6,822,"G"
3.157462166,6.670013309,51,53,6,823,"G"
3.157453379,6.669995205,51,53,6,825,"G"
3.157453486,6.669986206,51,53,6,826,"G"
3.1574357,6.669967995,51,54,6,829,"F"
3.1574267,6.669967888,51,54,6,829,"G"
3.15741802,6.669940784,51,54,6,832,"G"
3.15740902,6.669940677,51,54,6,833,"G"
3.157400341,6.669913574,51,54,6,836,"G"
3.15739134,6.669913467,51,54,6,836,"G"
3.157382447,6.669904361,51,54,6,838,"G"
3.157382554,6.669895363,51,54,6,838,"G"
3.157373661,6.669886257,51,54,6,840,"G"
3.157364874,6.669868152,51,54,6,842,"G"
3.157347088,6.669849941,51,54,6,845,"E"
3.157347195,6.669840942,51,54,6,845,"E"
3.157338195,6.669840835,51,54,6,846,"E"
3.157329408,6.669822731,51,54,6,848,"E"
3.157320515,6.669813625,51,54,6,850,"E"
3.157311729,6.66979552,51,54,6,852,"E"
3.157302835,6.669786414,51,54,6,853,"E"
3.157293942,6.669777309,51,54,6,855,"E"
3.157294049,6.66976831,51,54,6,855,"E"
3.157285049,6.669768203,51,54,6,856,"E"
3.157276263,6.669750098,51,54,6,858,"E"
3.157276369,6.6697411,51,54,6,859,"F"
3.157267369,6.669740993,51,54,6,859,"F"
3.157258583,6.669722888,51,54,6,862,"F"
3.157240903,6.669695678,51,54,6,865,"F"
3.157232117,6.669677573,51,54,6,867,"F"
3.157223117,6.669677466,51,54,6,868,"F"
3.157214437,6.669650363,51,54,6,871,"F"
3.157205437,6.669650256,51,54,6,871,"F"
3.157196651,6.669632152,51,54,6,874,"F"
3.157178971,6.669604941,51,54,6,877,"E"
3.157179078,6.669595943,51,54,6,878,"E"
3.157170185,6.669586837,51,54,6,879,"E"
3.157161292,6.669577731,51,54,6,881,"E"
3.157152505,6.669559627,51,54,6,883,"F"
3.157143612,6.669550521,51,54,6,884,"E"
3.157134826,6.669532416,51,54,6,886,"E"
3.157125932,6.669523311,50,54,6,888,"F"
3.157126146,6.669505313,50,54,6,889,"F"
3.157117146,6.669505206,50,54,6,890,"F"
3.15710836,6.669487101,50,54,6,892,"F"
3.157108467,6.669478103,50,54,6,892,"E"
3.157099574,6.669468997,50,54,6,894,"E"
3.15709068,6.669459891,50,54,6,895,"E"
3.157090787,6.669450892,50,54,6,896,"E"
3.157081894,6.669441787,50,54,6,897,"E"
3.157082001,6.669432788,50,54,6,898,"E"
3.157064214,6.669414576,50,54,6,901,"F"
3.157064321,6.669405578,50,54,6,902,"G"
3.157055535,6.669387473,50,54,6,904,"G"
3.157046535,6.669387366,50,54,6,904,"G"
3.157037749,6.669369262,50,54,6,907,"G"
3.157028855,6.669360156,50,54,6,908,"F"
3.157020069,6.669342051,50,54,6,910,"F"
3.157020176,6.669333053,50,54,6,911,"G"
3.157002389,6.669314841,50,55,6,914,"G"
3.156984603,6.66929663,50,55,6,916,"G"
3.15698471,6.669287631,50,55,6,917,"G"
3.156966923,6.669269419,50,55,6,920,"G"
3.156949244,6.669242209,49,55,6,923,"G"
3.156940457,6.669224105,49,55,6,926,"G"
3.156931457,6.669223998,49,55,6,926,"G"
3.156931564,6.669214999,49,55,6,927,"G"
